# schema.table|column|type|nullability|default
# مولَّد آليًا بـ scripts/db_index.sh — لا يُحرَّر يدويًا
iam.profile_person_links|person_id|uuid|NOT NULL|-
iam.profile_person_links|linked_at|timestamp with time zone|NOT NULL|now()
iam.profile_person_links|linked_by|uuid|null|-
iam.profile_person_links|link_reason|text|NOT NULL|-
iam.profile_person_links|revoked_at|timestamp with time zone|null|-
iam.profile_person_links|revoked_by|uuid|null|-
iam.profile_person_links|revoke_reason|text|null|-
iam.profile_person_links|created_at|timestamp with time zone|NOT NULL|now()
iam.profile_person_links|updated_at|timestamp with time zone|NOT NULL|now()
iam.profiles|id|uuid|NOT NULL|-
iam.profiles|full_name|text|NOT NULL|-
iam.profiles|phone|text|null|-
iam.profiles|created_at|timestamp with time zone|NOT NULL|now()
iam.profiles|updated_at|timestamp with time zone|NOT NULL|now()
iam.profiles|is_platform_admin|boolean|NOT NULL|false
iam.role_permissions|role_id|uuid|NOT NULL|-
iam.role_permissions|permission_id|uuid|NOT NULL|-
iam.roles|id|uuid|NOT NULL|gen_random_uuid()
iam.roles|code|text|NOT NULL|-
iam.roles|name_ar|text|NOT NULL|-
iam.roles|name_en|text|null|-
iam.roles|is_system_role|boolean|NOT NULL|true
iam.well_assignment_role_map|assignment_role|text|NOT NULL|-
iam.well_assignment_role_map|role_id|uuid|NOT NULL|-
iam.well_assignment_role_map|created_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_purchases|id|uuid|NOT NULL|gen_random_uuid()
inventory.fuel_purchases|well_id|uuid|NOT NULL|-
inventory.fuel_purchases|liters|numeric(10,2)|NOT NULL|-
inventory.fuel_purchases|cost_minor|bigint|NOT NULL|-
inventory.fuel_purchases|purchased_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_purchases|recorded_by_profile_id|uuid|null|-
inventory.fuel_purchases|created_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_purchases|updated_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_tanks|id|uuid|NOT NULL|gen_random_uuid()
inventory.fuel_tanks|tenant_id|uuid|NOT NULL|-
inventory.fuel_tanks|well_id|uuid|NOT NULL|-
inventory.fuel_tanks|public_code|text|NOT NULL|core.generate_public_code('FTK'::text)
inventory.fuel_tanks|name|text|NOT NULL|-
inventory.fuel_tanks|capacity_ml|bigint|null|-
inventory.fuel_tanks|measurement_method|text|NOT NULL|'manual'::text
inventory.fuel_tanks|status|text|NOT NULL|'active'::text
inventory.fuel_tanks|current_balance_ml|bigint|NOT NULL|0
inventory.fuel_tanks|avg_cost_per_liter_minor|bigint|NOT NULL|0
inventory.fuel_tanks|notes|text|null|-
inventory.fuel_tanks|created_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_transactions|id|uuid|NOT NULL|gen_random_uuid()
inventory.fuel_transactions|tenant_id|uuid|NOT NULL|-
inventory.fuel_transactions|public_code|text|NOT NULL|core.generate_public_code('FTX'::text)
inventory.fuel_transactions|well_id|uuid|NOT NULL|-
inventory.fuel_transactions|fuel_tank_id|uuid|null|-
inventory.fuel_transactions|transaction_type|text|NOT NULL|-
inventory.fuel_transactions|ownership_type|text|NOT NULL|-
inventory.fuel_transactions|owner_person_id|uuid|null|-
inventory.fuel_transactions|farmer_well_account_id|uuid|null|-
inventory.fuel_transactions|quantity_ml|bigint|NOT NULL|-
inventory.fuel_transactions|direction|text|NOT NULL|-
inventory.fuel_transactions|measurement_type|text|NOT NULL|'actual'::text
inventory.fuel_transactions|unit_cost_per_liter_minor|bigint|null|-
inventory.fuel_transactions|total_cost_minor|bigint|null|-
inventory.fuel_transactions|session_segment_id|uuid|null|-
inventory.fuel_transactions|expense_id|uuid|null|-
inventory.fuel_transactions|shift_id|uuid|null|-
inventory.fuel_transactions|occurred_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_transactions|status|text|NOT NULL|'posted'::text
inventory.fuel_transactions|notes|text|null|-
inventory.fuel_transactions|created_at|timestamp with time zone|NOT NULL|now()
inventory.fuel_transactions|created_by|uuid|null|-
ops.booking_status_history|id|uuid|NOT NULL|gen_random_uuid()
ops.booking_status_history|tenant_id|uuid|NOT NULL|-
ops.booking_status_history|booking_id|uuid|NOT NULL|-
ops.booking_status_history|old_status|text|null|-
ops.booking_status_history|new_status|text|NOT NULL|-
ops.booking_status_history|reason|text|null|-
ops.booking_status_history|changed_at|timestamp with time zone|NOT NULL|now()
ops.booking_status_history|changed_by|uuid|null|-
ops.farmer_profiles|id|uuid|NOT NULL|gen_random_uuid()
ops.farmer_profiles|tenant_id|uuid|NOT NULL|-
ops.farmer_profiles|person_id|uuid|NOT NULL|-
ops.farmer_profiles|status|text|NOT NULL|'active'::text
ops.farmer_profiles|notes|text|null|-
ops.farmer_profiles|created_at|timestamp with time zone|NOT NULL|now()
ops.farmer_well_accounts|id|uuid|NOT NULL|gen_random_uuid()
ops.farmer_well_accounts|tenant_id|uuid|NOT NULL|-
ops.farmer_well_accounts|farmer_profile_id|uuid|NOT NULL|-
ops.farmer_well_accounts|well_id|uuid|NOT NULL|-
ops.farmer_well_accounts|public_code|text|NOT NULL|-
ops.farmer_well_accounts|status|text|NOT NULL|'active'::text
ops.farmer_well_accounts|credit_limit_minor|bigint|null|-
ops.farmer_well_accounts|notes|text|null|-
ops.farmer_well_accounts|created_at|timestamp with time zone|NOT NULL|now()
ops.farms|id|uuid|NOT NULL|gen_random_uuid()
ops.farms|well_id|uuid|NOT NULL|-
ops.farms|name|text|NOT NULL|-
ops.farms|status|text|NOT NULL|'active'::text
ops.farms|created_at|timestamp with time zone|NOT NULL|now()
ops.farms|updated_at|timestamp with time zone|NOT NULL|now()
ops.farms|farmer_well_account_id|uuid|null|-
ops.irrigation_bookings|id|uuid|NOT NULL|gen_random_uuid()
ops.irrigation_bookings|tenant_id|uuid|NOT NULL|-
ops.irrigation_bookings|public_code|text|NOT NULL|-
ops.irrigation_bookings|well_id|uuid|NOT NULL|-
ops.irrigation_bookings|farmer_well_account_id|uuid|NOT NULL|-
ops.irrigation_bookings|farm_id|uuid|null|-
ops.irrigation_bookings|pump_id|uuid|null|-
ops.irrigation_bookings|water_line_id|uuid|null|-
ops.irrigation_bookings|scheduled_start|timestamp with time zone|NOT NULL|-
ops.irrigation_bookings|scheduled_end|timestamp with time zone|NOT NULL|-
ops.irrigation_bookings|expected_duration_minutes|integer|NOT NULL|-
ops.irrigation_bookings|expected_energy_source|text|null|-
ops.irrigation_bookings|status|text|NOT NULL|'draft'::text
ops.irrigation_bookings|priority|integer|NOT NULL|0
ops.irrigation_bookings|notes|text|null|-
ops.irrigation_bookings|created_at|timestamp with time zone|NOT NULL|now()
ops.irrigation_bookings|created_by|uuid|null|-
ops.irrigation_sessions|id|uuid|NOT NULL|gen_random_uuid()
ops.irrigation_sessions|well_id|uuid|NOT NULL|-
ops.irrigation_sessions|pump_id|uuid|NOT NULL|-
ops.irrigation_sessions|farm_id|uuid|NOT NULL|-
ops.irrigation_sessions|operator_profile_id|uuid|NOT NULL|-
ops.irrigation_sessions|started_at|timestamp with time zone|NOT NULL|now()
ops.irrigation_sessions|ended_at|timestamp with time zone|null|-
ops.irrigation_sessions|status|text|NOT NULL|'open'::text
ops.irrigation_sessions|long_alert_sent_at|timestamp with time zone|null|-
ops.irrigation_sessions|ending_alert_sent_at|timestamp with time zone|null|-
ops.irrigation_sessions|created_at|timestamp with time zone|NOT NULL|now()
ops.irrigation_sessions|updated_at|timestamp with time zone|NOT NULL|now()
ops.irrigation_sessions|current_shift_id|uuid|null|-
ops.irrigation_sessions|collector_profile_id|uuid|null|-
ops.irrigation_sessions|price_per_hour_minor_snapshot|bigint|null|-
ops.irrigation_sessions|farmer_well_account_id|uuid|null|-
ops.notifications|id|uuid|NOT NULL|gen_random_uuid()
ops.notifications|recipient_profile_id|uuid|NOT NULL|-
ops.notifications|well_id|uuid|NOT NULL|-
ops.notifications|session_id|uuid|null|-
ops.notifications|type|text|NOT NULL|-
ops.notifications|message|text|NOT NULL|-
ops.notifications|read_at|timestamp with time zone|null|-
ops.notifications|created_at|timestamp with time zone|NOT NULL|now()
ops.notifications|deduplication_key|text|null|-
ops.price_rules|id|uuid|NOT NULL|gen_random_uuid()
ops.price_rules|tenant_id|uuid|NOT NULL|-
ops.price_rules|price_schedule_id|uuid|NOT NULL|-
ops.price_rules|energy_source|text|NOT NULL|-
ops.price_rules|diesel_pricing_model|text|null|-
ops.price_rules|hourly_rate_minor|bigint|null|-
ops.price_rules|operation_hourly_rate_minor|bigint|null|-
ops.price_rules|fuel_price_per_liter_minor|bigint|null|-
ops.price_rules|created_at|timestamp with time zone|NOT NULL|now()
ops.price_schedules|id|uuid|NOT NULL|gen_random_uuid()
ops.price_schedules|tenant_id|uuid|NOT NULL|-
ops.price_schedules|well_id|uuid|NOT NULL|-
ops.price_schedules|name|text|NOT NULL|-
ops.price_schedules|effective_period|tstzrange|NOT NULL|-
ops.price_schedules|status|text|NOT NULL|'active'::text
ops.price_schedules|reason|text|null|-
ops.price_schedules|approved_by|uuid|null|-
ops.price_schedules|created_at|timestamp with time zone|NOT NULL|now()
ops.resource_concurrency_rules|id|uuid|NOT NULL|gen_random_uuid()
ops.resource_concurrency_rules|tenant_id|uuid|NOT NULL|-
ops.resource_concurrency_rules|well_id|uuid|NOT NULL|-
ops.resource_concurrency_rules|resource_type|text|NOT NULL|-
ops.resource_concurrency_rules|resource_id|uuid|null|-
ops.resource_concurrency_rules|max_parallel_sessions|integer|NOT NULL|1
ops.resource_concurrency_rules|rule_status|text|NOT NULL|'active'::text
ops.resource_concurrency_rules|created_at|timestamp with time zone|NOT NULL|now()
ops.resource_reservations|id|uuid|NOT NULL|gen_random_uuid()
ops.resource_reservations|tenant_id|uuid|NOT NULL|-
ops.resource_reservations|well_id|uuid|NOT NULL|-
ops.resource_reservations|resource_type|text|NOT NULL|-
ops.resource_reservations|resource_id|uuid|NOT NULL|-
ops.resource_reservations|booking_id|uuid|null|-
ops.resource_reservations|session_id|uuid|null|-
ops.resource_reservations|reserved_period|tstzrange|NOT NULL|-
ops.resource_reservations|status|text|NOT NULL|-
ops.resource_reservations|created_at|timestamp with time zone|NOT NULL|now()
ops.session_segments|id|uuid|NOT NULL|gen_random_uuid()
ops.session_segments|tenant_id|uuid|NOT NULL|-
ops.session_segments|session_id|uuid|NOT NULL|-
ops.session_segments|sequence_number|integer|NOT NULL|-
ops.session_segments|segment_type|text|NOT NULL|-
ops.session_segments|energy_source|text|null|-
ops.session_segments|started_at|timestamp with time zone|NOT NULL|-
ops.session_segments|ended_at|timestamp with time zone|null|-
ops.session_segments|actual_minutes|integer|null|-
ops.session_segments|raw_billable_minutes|integer|null|-
ops.session_segments|is_billable|boolean|NOT NULL|-
ops.session_segments|fuel_owner_person_id|uuid|null|-
ops.session_segments|fuel_actual_ml|bigint|null|-
ops.session_segments|fuel_estimated_ml|bigint|null|-
ops.session_segments|fuel_measurement_type|text|null|-
ops.session_segments|applied_price_rule_id|uuid|null|-
ops.session_segments|applied_hourly_rate_minor|bigint|null|-
ops.session_segments|applied_operation_rate_minor|bigint|null|-
ops.session_segments|applied_fuel_price_per_liter_minor|bigint|null|-
ops.session_segments|notes|text|null|-
ops.session_segments|created_at|timestamp with time zone|NOT NULL|now()
ops.session_segments|actual_seconds|bigint|null|-
ops.session_segments|billable_seconds|bigint|null|-
ops.session_segments|time_charge_minor|bigint|NOT NULL|0
ops.session_segments|fuel_charge_minor|bigint|NOT NULL|0
ops.session_segments|total_charge_minor|bigint|NOT NULL|0
ops.session_shift_transfers|id|uuid|NOT NULL|gen_random_uuid()
ops.session_shift_transfers|tenant_id|uuid|NOT NULL|-
ops.session_shift_transfers|well_id|uuid|NOT NULL|-
ops.session_shift_transfers|session_id|uuid|NOT NULL|-
ops.session_shift_transfers|from_shift_id|uuid|NOT NULL|-
ops.session_shift_transfers|to_shift_id|uuid|null|-
ops.session_shift_transfers|from_profile_id|uuid|NOT NULL|-
ops.session_shift_transfers|to_profile_id|uuid|NOT NULL|-
ops.session_shift_transfers|collection_right|text|NOT NULL|-
ops.session_shift_transfers|status|text|NOT NULL|'pending'::text
ops.session_shift_transfers|requested_at|timestamp with time zone|NOT NULL|now()
ops.session_shift_transfers|responded_at|timestamp with time zone|null|-
ops.session_shift_transfers|note|text|null|-
ops.session_shift_transfers|created_at|timestamp with time zone|NOT NULL|now()
ops.shift_handovers|id|uuid|NOT NULL|gen_random_uuid()
ops.shift_handovers|tenant_id|uuid|NOT NULL|-
ops.shift_handovers|well_id|uuid|NOT NULL|-
ops.shift_handovers|shift_id|uuid|NOT NULL|-
ops.shift_handovers|from_profile_id|uuid|NOT NULL|-
ops.shift_handovers|to_profile_id|uuid|null|-
ops.shift_handovers|to_description|text|null|-
ops.shift_handovers|declared_amount_minor|bigint|NOT NULL|-
ops.shift_handovers|confirmed_amount_minor|bigint|null|-
ops.shift_handovers|difference_minor|bigint|null|-
ops.shift_handovers|difference_reason|text|null|-
ops.shift_handovers|status|text|NOT NULL|'declared'::text
ops.shift_handovers|declared_at|timestamp with time zone|NOT NULL|now()
ops.shift_handovers|confirmed_by|uuid|null|-
ops.shift_handovers|confirmed_at|timestamp with time zone|null|-
ops.shift_handovers|note|text|null|-
ops.shift_handovers|created_at|timestamp with time zone|NOT NULL|now()
ops.shifts|id|uuid|NOT NULL|gen_random_uuid()
ops.shifts|tenant_id|uuid|NOT NULL|-
ops.shifts|well_id|uuid|NOT NULL|-
ops.shifts|public_code|text|null|core.generate_public_code('SHF'::text)
ops.shifts|operator_profile_id|uuid|NOT NULL|-
ops.shifts|cashbox_id|uuid|null|-
ops.shifts|started_at|timestamp with time zone|NOT NULL|now()
ops.shifts|ended_at|timestamp with time zone|null|-
ops.shifts|closed_at|timestamp with time zone|null|-
ops.shifts|status|text|NOT NULL|'open'::text
ops.shifts|opening_cash_minor|bigint|NOT NULL|0
ops.shifts|expected_cash_minor|bigint|null|-
ops.shifts|actual_cash_minor|bigint|null|-
ops.shifts|cash_difference_minor|bigint|null|-
ops.shifts|notes|text|null|-
ops.shifts|created_at|timestamp with time zone|NOT NULL|now()
reporting.cashbox_balances|tenant_id|uuid|null|-
reporting.cashbox_balances|well_id|uuid|null|-
reporting.cashbox_balances|cashbox_id|uuid|null|-
reporting.cashbox_balances|public_code|text|null|-
reporting.cashbox_balances|name|text|null|-
reporting.cashbox_balances|balance_minor|numeric|null|-
reporting.farmer_account_balances|tenant_id|uuid|null|-
reporting.farmer_account_balances|well_id|uuid|null|-
reporting.farmer_account_balances|farmer_well_account_id|uuid|null|-
reporting.farmer_account_balances|public_code|text|null|-
reporting.farmer_account_balances|invoiced_minor|numeric|null|-
reporting.farmer_account_balances|allocated_minor|numeric|null|-
reporting.farmer_account_balances|advance_minor|numeric|null|-
reporting.farmer_account_balances|debt_minor|numeric|null|-
reporting.fuel_balances|tenant_id|uuid|null|-
reporting.fuel_balances|well_id|uuid|null|-
reporting.fuel_balances|fuel_tank_id|uuid|null|-
reporting.fuel_balances|name|text|null|-
reporting.fuel_balances|current_balance_ml|bigint|null|-
reporting.fuel_balances|avg_cost_per_liter_minor|bigint|null|-
reporting.fuel_balances|farmers_total_ml|numeric|null|-
reporting.fuel_balances|pending_estimated_ml|numeric|null|-
reporting.partner_account_summary|tenant_id|uuid|null|-
reporting.partner_account_summary|well_id|uuid|null|-
reporting.partner_account_summary|partner_id|uuid|null|-
reporting.partner_account_summary|partner_name|text|null|-
reporting.partner_account_summary|current_profit_percentage|numeric(9,6)|null|-
reporting.partner_account_summary|gross_earned_minor|numeric|null|-
reporting.partner_account_summary|irrigation_deducted_minor|numeric|null|-
reporting.partner_account_summary|expenses_paid_minor|numeric|null|-
reporting.partner_account_summary|net_payable_minor|numeric|null|-
reporting.partner_account_summary|unpaid_minor|numeric|null|-
reporting.well_daily_summary|tenant_id|uuid|null|-
reporting.well_daily_summary|well_id|uuid|null|-
reporting.well_daily_summary|day|date|null|-
reporting.well_daily_summary|sessions_count|bigint|null|-
reporting.well_daily_summary|open_sessions|bigint|null|-
reporting.well_daily_summary|solar_seconds|bigint|null|-
reporting.well_daily_summary|diesel_seconds|bigint|null|-
reporting.well_daily_summary|charges_minor|numeric|null|-
reporting.well_daily_summary|collected_minor|numeric|null|-
reporting.well_daily_summary|expenses_minor|numeric|null|-
reporting.well_daily_summary|fuel_out_ml|numeric|null|-
sync.processed_commands|id|uuid|NOT NULL|gen_random_uuid()
sync.processed_commands|tenant_id|uuid|NOT NULL|-
sync.processed_commands|command_id|uuid|NOT NULL|-
sync.processed_commands|command_type|text|NOT NULL|-
sync.processed_commands|entity_id|uuid|null|-
sync.processed_commands|status|text|NOT NULL|-
sync.processed_commands|request_payload|jsonb|null|-
sync.processed_commands|response_payload|jsonb|null|-
sync.processed_commands|processed_at|timestamp with time zone|NOT NULL|now()
sync.sync_conflicts|id|uuid|NOT NULL|gen_random_uuid()
sync.sync_conflicts|tenant_id|uuid|NOT NULL|-
sync.sync_conflicts|well_id|uuid|null|-
sync.sync_conflicts|entity_type|text|NOT NULL|-
sync.sync_conflicts|entity_id|uuid|NOT NULL|-
sync.sync_conflicts|server_version|bigint|NOT NULL|-
sync.sync_conflicts|client_version|bigint|NOT NULL|-
sync.sync_conflicts|server_data|jsonb|NOT NULL|-
sync.sync_conflicts|client_data|jsonb|NOT NULL|-
sync.sync_conflicts|status|text|NOT NULL|'open'::text
sync.sync_conflicts|resolved_by|uuid|null|-
sync.sync_conflicts|resolved_at|timestamp with time zone|null|-
sync.sync_conflicts|resolution_notes|text|null|-
sync.sync_conflicts|created_at|timestamp with time zone|NOT NULL|now()
